AvgTime2D2, AvgTime10D, AvgTime20D, AvgTime2D, AvgTime100D, AvgTime100D2
0.00034051999999999997, 0.0022527600000000004, 0.020415080000000002, 0.0013765599999999998, 0.07546699999999999, 2.8442626800000004
