AvgTime2D2, AvgTime10D, AvgTime20D, AvgTime2D, AvgTime100D, AvgTime100D2
4.527999999999999e-05, 0.01086036, 0.6741948, 0.019893680000000004, 1.7944911199999998, 74.53536943999998
