Test dimension, Number of Process, Number of thread, AvgTime
2D2, 0, 0, 3.5900000000000005e-05
10D, 0, 0, 0.011732659999999997
20D, 0, 0, 0.6773819799999999
2D, 0, 0, 0.02096638
100D, 0, 0, 1.8479468399999999
100D2, 0, 0, 77.29409998
